"Year" "Month" "2025_central" "2025_hotdry" "2025_hotwet" "2025_warmdry" "2025_warmwet" "2055_central" "2055_hotdry" "2055_hotwet" "2055_warmdry" "2055_warmwet" "2085_central" "2085_hotdry" "2085_hotwet" "2085_warmdry" "2085_warmwet" "Maurer"
1974 12 919.3923 824.4097 929.168 823.9598 1034.916 818.0683 665.7122 790.996 783.9587 943.5271 742.5274 598.1028 701.3256 763.4381 890.7598 1081.008
1975 1 854.716 766.0024 863.3448 761.4688 961.4528 766.7774 628.9939 743.5338 728.5408 881.5521 701.9536 575.4252 676.6806 716.1624 837.4669 998.5911
1975 2 794.2458 711.4299 801.6279 707.2322 894.5717 714.9163 589.391 694.6889 677.3141 821.0688 658.9338 552.3468 648.4469 667.0135 779.6036 922.4599
1975 3 794.8923 726.312 805.3482 709.0604 885.439 733.7111 622.2034 725.522 692.8965 836.8587 697.0219 599.2773 702.4376 693.4051 808.0098 896.2426
1975 4 942.8045 873.7918 974.1841 810.8925 1023.657 922.6671 843.3802 987.041 839.4044 1049.853 977.6218 940.9104 1153.633 872.9579 1070.906 995.7428
1975 5 5118.152 4839.632 5115.286 3765.821 4973.737 6053.522 5443.972 6725.304 5174.054 5816.116 6896.718 6655.158 7637.452 6199.186 6916.316 3723.751
1975 6 9063.398 8125.667 8848.633 8305.77 10447.75 7532.209 5208.717 7275.65 7165.325 9711.222 5560.501 3690.914 4065.817 6680.064 8135.903 9573.883
1975 7 3096.19 2769.057 2965.388 2771.684 3717.324 2669.776 2175.898 2481.188 2589.386 3270.734 2304.938 2086.281 2222.727 2429.928 2781.58 4042.224
1975 8 2273.976 2161.129 2251.057 2122.536 2424.055 2148.628 1912.787 2132.209 2089.496 2349.791 2035.302 1817.359 1942.821 2097.453 2275.711 2401.569
1975 9 2087.029 1968.356 2072.139 1949.993 2248.249 1943.852 1693.739 1915.461 1892.045 2161.762 1806.004 1576.244 1702.562 1873.563 2079.316 2223.926
1975 10 1860.779 1743.332 1848.066 1740.683 2024.492 1700.103 1458.792 1665.247 1658.901 1924.408 1552.61 1337.605 1451.859 1619.944 1832.992 2035.527
1975 11 1729.614 1604.856 1720.986 1612.575 1900.175 1554.307 1323.667 1522.444 1515.116 1791.504 1407.893 1201.74 1320.005 1468.216 1695.052 1936.701
1975 12 1633.713 1507.782 1628.839 1513.837 1805.564 1455.94 1227.856 1424.998 1415.839 1696.081 1306.661 1107.516 1221.857 1364.43 1597.84 1850.885
1976 1 1514.951 1392.355 1512.422 1399.269 1687.867 1342.901 1121.587 1313.628 1302.95 1573.368 1198.371 1007.76 1121.662 1251.423 1480.559 1745.405
1976 2 1457.189 1332.023 1456.91 1341.652 1626.759 1289.926 1081.205 1271.802 1246.014 1519.659 1161.922 981.8527 1090.76 1203.053 1436.977 1690.428
1976 3 1371.911 1267.729 1390.185 1252.244 1524.692 1249.03 1062.257 1264.651 1190.71 1452.66 1157.196 1036.819 1175.25 1173.768 1424.718 1562.402
1976 4 1835.72 1722.018 1934.567 1638.221 2016.008 1793.836 1528.522 1926.921 1655.557 2083.089 1782.655 1567.26 1907.751 1696.718 2210.08 1877.998
1976 5 5652.071 4743.29 5428.926 4867.91 6849.039 4477.774 3279.482 4600.544 4348.191 6354.463 4109.267 2648.21 3433.658 4390.685 6020.875 6253.049
1976 6 2489.34 2240.783 2457.089 2319.392 2902.802 2190.962 1835.191 2175.524 2161.048 2670.479 1996.342 1688.965 1879.235 2090.023 2514.708 2774.249
1976 7 2108.336 1947.571 2085.15 2005.402 2364.612 1905.362 1626.625 1894.146 1877.615 2194.31 1775.681 1487.755 1672.575 1819.451 2100.825 2524.114
1976 8 1890.791 1738.315 1878.513 1806.159 2111.841 1692.137 1419.566 1675.723 1670.493 1983.861 1560.18 1284.693 1458.636 1600.363 1896.293 2147.978
1976 9 1748.586 1607.24 1880.288 1754.827 2041.732 1712.798 1469.891 1584.147 1559.295 1898.505 1521.674 1241.604 1454.124 1508.896 1799.497 1959.793
1976 10 1585.738 1426.25 1665.214 1545.374 1884.561 1455.158 1196.126 1381.609 1361.962 1733.031 1286.522 1026.6 1218.649 1304.644 1613.781 1880.117
1976 11 1409.997 1268.419 1424.297 1345.767 1631.879 1237.919 1027.553 1209.319 1198.334 1489.7 1115.733 893.2236 1048.67 1140.992 1395.248 1707.198
1976 12 1311.885 1178.568 1327.766 1241.933 1515.328 1150.871 963.3686 1133.286 1110.75 1385.303 1049.401 850.9456 1006.703 1063.315 1304.008 1597.147
1977 1 1206.61 1079.891 1221.172 1137.524 1397.087 1050.21 873.4672 1033.913 1013.917 1275.427 951.0741 762.3062 908.8205 966.8423 1192.502 1484.212
1977 2 1146.579 1028.256 1166.311 1075.582 1326.579 1003.255 844.3041 994.4591 965.5685 1217.026 913.0132 743.1746 884.7347 928.3849 1144.513 1405.647
1977 3 1203.563 1096.249 1291.943 1138.157 1428.585 1152.766 996.6833 1132.099 1044.982 1356.638 1080.475 906.2702 1126.412 1018.753 1318.016 1415.043
1977 4 1716.905 1586.201 1940.083 1610.039 2091.593 1800.85 1476.763 1846.771 1562.359 2153.544 1727.332 1355.692 1806.924 1552.843 2165.06 1821.158
1977 5 2139.281 1865.9 2216.408 2025.76 2635.612 1868.152 1340.973 1793.575 1770.45 2368.43 1501.849 1027.1 1319.013 1572.887 2214.082 2581.53
1977 6 1343.785 1198.693 1367.952 1253.8 1661.061 1109.769 861.5502 1093.19 1085.791 1456.901 962.7491 720.7512 874.6304 994.106 1295.544 1741.941
1977 7 1127.418 1008.506 1143.688 1045.385 1310.656 968.1101 767.7376 969.6792 937.3228 1194.961 864.948 650.0791 793.8763 881.3365 1124.042 1401.559
1977 8 964.1248 852.5402 978.9385 889.7711 1138.5 822.0457 641.4191 822.8206 792.1229 1033.548 726.4583 539.3994 668.1136 739.6157 973.2551 1229.122
1977 9 845.3475 747.0126 860.093 782.8741 992.3511 723.0667 565.8154 723.5848 696.6539 902.0529 638.0509 471.2681 590.6401 651.9631 846.6467 1076.212
1977 10 751.5031 661.3801 766.3919 693.6688 887.6086 638.1187 494.75 640.011 614.8451 802.6833 560.7463 410.914 515.5231 575.316 751.2032 974.0002
1977 11 765.1175 675.7715 783.6872 702.5211 901.5834 661.3364 522.1293 678.9824 632.9503 827.9228 595.729 447.6688 562.0894 598.5925 793.4533 975.2059
1977 12 692.5267 601.5651 713.0555 626.8043 822.0994 590.7028 455.4618 607.1525 558.8598 746.6123 525.3976 378.9974 493.1059 530.3254 717.9774 898.0936
1978 1 661.5916 573.9816 683.1797 594.7939 786.4429 564.8616 443.024 587.5352 533.7639 716.8251 509.7941 381.229 488.2424 509.8751 690.1223 854.1948
1978 2 633.3348 548.7648 654.9602 566.8737 752.1466 541.5386 428.9613 570.4398 509.3784 689.7524 495.2434 373.7624 479.5763 490.6407 667.9634 812.7509
1978 3 697.8425 617.2838 731.883 625.4222 806.4476 628.7724 500.4927 685.5209 572.5973 776.683 595.1716 462.0676 597.5234 576.2927 790.5037 849.0623
1978 4 988.6627 867.6732 1057.377 847.9047 1189.532 865.0735 660.5125 940.2797 795.3312 1152.697 825.3441 653.5925 825.8127 779.8405 1129.338 1183.713
1978 5 2295.603 2008.833 2393.311 1955.857 2643.428 2109.044 1550.74 2270.04 1932.61 2619.56 1976.253 1369.905 1723.801 1890.451 2707.57 2455.539
1978 6 2051.394 1854.109 1996.69 1911.019 2487.652 1707.866 1264.013 1693.788 1723.225 2180.85 1415.069 1134.365 1294.885 1531.457 1991.024 2643.733
1978 7 1522.593 1400.5 1516.53 1425.194 1697.092 1370.808 1104.692 1374.099 1342.695 1600.443 1239.419 1000.736 1147.684 1261.923 1544.885 1735.421
1978 8 1319.99 1207.596 1315.794 1233.468 1481.61 1177.498 941.8105 1177.573 1156.312 1388.661 1057.849 847.819 974.4189 1077.77 1337.219 1539.095
1978 9 1114.459 1018.379 1111.078 1044.51 1257.709 988.9034 790.9649 986.716 973.7993 1170.147 885.4338 709.4319 812.8939 904.2151 1121.157 1319.96
1978 10 997.1094 905.7828 988.2301 928.915 1123.285 878.6036 711.0132 871.2913 863.6436 1042.821 787.0553 636.8503 726.8083 804.6978 991.8503 1187.631
1978 11 1006.824 919.1132 1014.285 944.8106 1137.044 918.8707 764.6209 920.765 893.1008 1080.652 841.1948 701.7836 785.0131 835.131 1061.617 1166.509
1978 12 882.0073 801.4365 889.4849 817.3844 1014.38 807.0501 666.1537 811.448 782.1957 965.2553 737.4827 603.5977 690.3952 732.1599 956.8901 1026.819
1979 1 831.4767 757.1489 843.5066 769.073 956.5905 775.3589 657.1921 782.4976 743.9417 920.1324 723.5418 618.8264 692.5552 704.8459 924.3518 953.6992
1979 2 794.8012 728.1962 812.672 744.1907 912.7038 761.4827 659.7211 782.4349 725.86 889.0113 727.9018 663.6445 728.8567 700.5612 920.5139 898.2413
1979 3 826.9246 778.7173 856.7985 756.7306 931.1702 804.019 766.4557 859.9128 756.5425 943.5267 829.7197 839.6151 874.8331 759.1701 983.0775 884.5192
1979 4 1594.446 1505.766 1742.472 1434.68 1658.01 1695.988 1816.334 1924.257 1497.897 1942.261 2106.863 2947.057 2877.85 1666.143 2121.063 1346.553
1979 5 9845.201 10611.54 11604.85 8325.093 9506.182 13163.21 15438.57 15793.96 11330.37 12650.19 17479.62 23165.34 22101.8 14305.96 16874.51 5364.971
1979 6 29596.64 31294.1 34278.59 26738.32 31338.83 30671.95 30830 31569.14 29268.32 34071.29 29070.65 28295.13 25234.7 31492.01 36343.23 20164.82
1979 7 15867.86 15713.62 20920.87 14043.14 20613.29 11354.58 9119.009 9100.019 11628.75 16603.53 7389.716 6615.294 5622.979 10398.85 15034.68 14735.92
1979 8 4659.478 4544.656 6086 4228.332 5675.129 3811.06 3561.759 3633.089 3856.074 4754.695 3464.389 3292.981 3126.088 3800.482 4661.196 4789.426
1979 9 3186.644 3140.593 3525.187 3014.309 3566.677 2905.913 2686.519 2842.536 2871.303 3306.956 2745.328 2528.337 2582.278 2795.24 3279.804 3114.416
1979 10 2668.673 2609.402 2949.823 2626.468 2915.538 2486.748 2257.723 2404.764 2459.104 2815.182 2299.161 2069.378 2128.409 2368.044 2709.739 2784.074
1979 11 2503.766 2414.851 2615.239 2431.623 2757.27 2300.937 2069.163 2215.477 2259.331 2636.28 2109.604 1877.824 1961.422 2172.689 2519.316 2633.881
1979 12 2367.943 2263.223 2459.807 2277.401 2618.988 2156.978 1921.12 2070.341 2105.222 2496.055 1962.777 1734.921 1836.951 2018.674 2368.653 2507.923
1980 1 2246.487 2137.595 2331.864 2135.115 2487.932 2048.568 1824.595 1975.09 1980.71 2371.52 1876.199 1676.686 1781.224 1912.386 2259.01 2370.476
1980 2 2159.669 2046.856 2242.908 2040.321 2407.403 1975.925 1765.268 1922.202 1901.422 2286.153 1837.513 1699.041 1818.609 1848.652 2200.08 2286.851
1980 3 1955.231 1865.031 2046.772 1828.505 2186.153 1818.302 1656.564 1785.088 1728.175 2101.296 1741.854 1802.331 1851.939 1712.886 2048.243 2054.897
1980 4 2475.877 2472.24 2726.133 2219.42 2674.545 2545.362 2588.445 2852.267 2297.276 2817.033 2937.681 3494.629 3862.071 2560.111 3057.449 2363.941
1980 5 10022.9 10362.54 11345.94 8969.363 10011.6 11688.29 12358.4 13837.27 10409.1 11849.75 14098.51 15313.47 17133.6 12513.2 13820.75 7183.118
1980 6 29227.1 31537.77 30520.57 31805.13 34561.11 29338.17 25061.2 28635.8 27367.33 38085.98 26749.71 21185.78 23028.2 30251.79 32414.07 25782.79
1980 7 8165.153 9140.024 8238.047 10047.44 10413.16 7854.602 6043.267 6693.277 7505.368 10924.08 6148.072 4584.29 4950.756 7846.056 8060.87 8397.837
1980 8 3629.527 3922.075 3500.717 4410.915 4744.098 3297.759 2764.458 3057.575 3189.133 4621.479 2863.465 2457.157 2602.954 3256.724 3441.709 4340.553
1980 9 2628.13 2588.273 2667.539 2785.739 2948.365 2488.754 2211.17 2423.742 2451.882 2882.993 2291.542 2002.421 2143.352 2390.837 2613.098 2850.535
1980 10 2291.623 2242.419 2317.831 2334.036 2534.338 2132.252 1871.197 2063.694 2094.976 2444.123 1936.614 1669.972 1800.401 2036.833 2254.543 2538.087
1980 11 2055.498 2001.112 2071.981 2086.027 2293.299 1885.419 1639.009 1817.457 1848.462 2190.222 1694.822 1450.523 1568.552 1791.717 2001.897 2316.427
1980 12 1902.927 1841.063 1909.646 1918.287 2132.668 1723.888 1490.306 1659.091 1684.515 2025.494 1540.434 1310.513 1423.078 1631.511 1835.94 2162.962
1981 1 1778.74 1711.362 1779.35 1778.99 1996.49 1597.426 1376.355 1538.091 1553.516 1891.531 1425.454 1199.471 1315.658 1507.716 1706.195 2021.68
1981 2 1667.116 1594.392 1663.336 1655.877 1872.259 1489.585 1281.169 1435.944 1445.46 1770.195 1329.711 1108.965 1225.765 1405.928 1592.967 1894.568
1981 3 1581.768 1506.882 1577.656 1561.369 1773.443 1417.247 1216.658 1373.238 1372.332 1682.349 1268.039 1057.267 1176.133 1341.529 1523.437 1790.919
1981 4 1602.219 1520.699 1599.605 1566.945 1802.45 1447.831 1231.37 1414.474 1399.314 1719.926 1301.51 1076.636 1210.296 1378.749 1579.883 1797.563
1981 5 1783.483 1638.781 1735.551 1714.611 2104.868 1548.076 1272.834 1509.283 1501.154 1948.783 1354.514 1104.16 1247.3 1454.05 1753.653 2093.457
1981 6 1682.475 1570.627 1646.875 1641.694 1932.16 1475.822 1180.988 1455.009 1427.751 1814.812 1278.248 1029.019 1162.504 1367.081 1659.732 1959.966
1981 7 1426.516 1356.185 1494.127 1446.786 1594.038 1287.605 1050.554 1261.068 1255.346 1596.169 1124.932 914.2553 1069.466 1197.885 1438.3 1654.39
1981 8 1431.396 1321.152 1402.001 1458.199 1689.977 1205.488 983.7832 1202.43 1155.829 1534.149 1165.324 910.3194 1019.149 1117.776 1463.749 1580.79
1981 9 1316.885 1233.705 1303.542 1328.418 1522.831 1129.24 939.3635 1134.067 1080.175 1399.698 1119.026 890.0373 973.6075 1041.197 1338.304 1437.959
1981 10 1234.562 1174.826 1296.773 1196.621 1397.597 1128.189 898.6406 1092.14 1055.085 1451.934 970.6254 810.084 966.3897 997.7328 1291.087 1341.194
1981 11 1239.033 1142.082 1237.011 1172.499 1422.985 1071.631 903.5945 1047.071 1025.382 1348.605 971.3693 813.3597 940.3638 989.4212 1198.515 1400.358
1981 12 1199.305 1123.319 1210.189 1148.798 1367.544 1066.605 900.4113 1041.793 1016.809 1325.626 969.0983 808.5889 941.4503 984.5748 1195.113 1388.238
1982 1 1182.428 1107.687 1193.084 1128.213 1345.521 1053.26 888.6837 1029.692 1000.501 1309.184 960.0396 799.5692 936.1379 971.5322 1181.214 1363.008
1982 2 1161.991 1091.154 1174.073 1107.586 1321.364 1041.882 878.0579 1021.339 984.306 1290.519 955.4142 804.523 939.9264 957.1584 1170.906 1325.95
1982 3 1194.104 1124.613 1211.447 1125.422 1353.32 1076.976 920.4712 1089.731 991.0947 1346.871 1090.669 1002.556 1086.45 988.2286 1274.402 1301.074
1982 4 1913.248 1863.492 1992.917 1793.492 2089.74 1858.925 1555.917 1937.067 1607.59 2205.132 1945.834 1603.934 1819.342 1699.354 2224.947 1745.416
1982 5 3344.274 3057.948 3516.839 2934.855 3937.794 3327.444 2567.636 3488.843 2978.741 4026.328 3210.649 2530.011 3138.385 3070.415 4093.685 3014.097
1982 6 3234.388 2890.701 3184.62 3035.414 3741.251 2707.27 1991.057 2590.569 2638.408 3356.661 2227.379 1704.68 1923.767 2392.594 2965.091 4685.298
1982 7 2031.362 1921.716 2001.072 1937.338 2266.976 1891.01 1589.374 1850.733 1831.527 2108.389 1715.608 1449.251 1610.057 1785.265 2043.095 2215.643
1982 8 1835.003 1722.595 1832.644 1767.638 2064.114 1695.216 1414.11 1669.693 1651.503 1943.076 1545.023 1278.502 1439.137 1598.657 1890.503 2096.17
1982 9 1867.515 1706.419 1917.207 1756.254 2213.798 1700.557 1346.781 1696.47 1628.049 2069.615 1497.492 1184.92 1441.411 1555.299 1969.045 2183.817
1982 10 1616.105 1494.085 1622.462 1529.655 1852.047 1459.674 1207.165 1422.392 1412.53 1699.314 1313.994 1073.123 1222.232 1362.624 1618.064 1880.857
1982 11 1617.627 1490.277 1620.092 1521.376 1834.41 1461.295 1204.065 1427.897 1401.739 1699.047 1315.723 1069.404 1239.446 1359.98 1621.433 1818.159
1982 12 1612.124 1477.328 1618.898 1502.636 1830.817 1463.622 1208.327 1441.388 1390.183 1705.885 1331.019 1082.425 1287.162 1363.052 1639.283 1793.359
1983 1 1572.167 1429.261 1579.928 1451.481 1793.578 1424.007 1182.864 1412.554 1344.205 1674.326 1306.498 1069.148 1281.539 1327.873 1608.914 1745.66
1983 2 1516.452 1373.017 1527.36 1390.136 1746.942 1374.095 1146.32 1369.226 1291.08 1620.591 1270.978 1052.29 1263.367 1281.771 1562.907 1689.769
1983 3 1529.107 1393.246 1563.898 1383.132 1745.018 1423.347 1184.86 1464.22 1294.03 1672.141 1357.433 1153.359 1463.105 1327.937 1657.028 1668.003
1983 4 1629.499 1522.756 1722.522 1459.271 1856.834 1591.244 1398.093 1720.29 1440.318 1835.83 1621.159 1437.974 1862.742 1514.772 1884.12 1748.458
1983 5 3913.003 3447.481 3972.99 3432.164 4364.644 3620.769 2733.523 3746.459 3407.061 4417.015 3396.024 2446.008 3145.685 3465.174 4556.839 3690.866
1983 6 4766.366 3833.377 4772.802 4341.77 6121.794 3927.667 2736.567 3758.952 3836.736 5510.419 3286.722 2329.924 2867.832 3515.804 5022.055 6103.47
1983 7 2328.093 2114.188 2322.75 2257.533 2756.92 2080.969 1765.734 2049.931 2073.661 2510.447 1936.257 1623.178 1834.058 1979.656 2314.973 2972.097
1983 8 2010.101 1851.268 2017.134 1930.614 2242.24 1843.036 1549.994 1818.866 1811.253 2137.037 1713.281 1401.413 1596.207 1746.434 2066.53 2248.157
1983 9 1794.151 1639.957 1799.974 1721.477 2013.176 1626.826 1350.391 1599.678 1600.994 1904.709 1498.314 1205.734 1385.631 1535.309 1829.992 2033.863
1983 10 1662.195 1507.334 1669.181 1582.474 1876.271 1490.904 1227.193 1465.543 1462.543 1763.997 1364.234 1076.214 1262.325 1399.791 1686 1943.427
1983 11 1557.348 1409.249 1563.821 1475.918 1757.792 1389.704 1137.555 1368.752 1359.123 1651.292 1268.526 989.2366 1177.934 1299.674 1575.387 1800.509
1983 12 1473.59 1326.885 1480.767 1388.931 1664.986 1305.282 1065.305 1288.127 1272.796 1562.747 1190.191 924.5953 1108.886 1217.994 1488.74 1712.962
1984 1 1386.071 1238.236 1394.471 1296.787 1570.027 1217.659 991.8992 1205.333 1183.976 1472.88 1111.518 856.9962 1034.474 1135.059 1400.569 1624.324
1984 2 1345.593 1196.963 1355.889 1252.152 1528.598 1177.873 957.3207 1166.362 1141.584 1436.734 1078.094 832.0612 1012.866 1096.744 1364.075 1588.214
1984 3 1225.599 1088.424 1235.473 1132.647 1402.272 1072.441 872.2123 1076.541 1037.617 1314.97 991.5211 785.4095 956.6594 999.9046 1258.255 1460.86
1984 4 1305.297 1190.072 1358.22 1190.419 1466.777 1231.463 1076.34 1315.003 1162.996 1451.555 1265.416 1108.489 1397.804 1172.383 1490.366 1478.494
1984 5 7873.657 7061.249 8990.679 6605.912 8826.195 7688.969 5788.23 7993.703 6930.269 9367.587 7769.234 5949.882 7583.691 6902.889 9981.414 7011.908
1984 6 5303.654 4563.831 5896.603 4978.061 6873.131 4281.056 2931.736 3965.326 4135.25 5895.05 3635.293 2446.703 2752.48 3650.056 5418.843 6636.099
1984 7 2497.382 2318.665 3079.964 2407.213 3064.838 2269.269 1958.111 2254.267 2201.807 2717.554 2197.127 1921.238 2074.326 2141.353 2664.172 3098.262
1984 8 2285.451 2140.085 2466.9 2181.515 2598.762 2110.852 1790.953 2093.707 2046.644 2474.608 2023.925 1720.865 1890.874 1986.703 2463.728 2514.769
1984 9 2070.657 1927.486 2231.084 1974.663 2370.747 1898.185 1587.02 1878.729 1842.548 2238.542 1800.429 1497.534 1667.649 1782.374 2217.393 2318.458
1984 10 2058.71 1901.89 2230.689 1943.843 2399.156 1868.508 1566.201 1845.182 1798.729 2271.412 1763.517 1460.747 1661.664 1754.391 2209.346 2331.681
1984 11 1960.491 1810.96 2117.68 1840.539 2248.342 1785.898 1488.568 1766.752 1711.08 2144.825 1687.496 1386.906 1605.403 1672.828 2108.001 2182.497
1984 12 1944.165 1794.984 2098.232 1816.992 2225.49 1778.942 1496.751 1763.149 1696.396 2131 1695.615 1403.947 1631.204 1671.641 2096.072 2142.484
1985 1 1888.052 1740.656 2042.577 1755.387 2163.53 1735.568 1465.168 1723.312 1646.245 2078.916 1662.543 1386.276 1618.151 1633.862 2054.053 2078.043
1985 2 1805.199 1660.447 1958.042 1672.22 2077.11 1661.091 1401.097 1653.133 1569.06 2001.187 1591.713 1332.356 1564.59 1562.682 1982.068 1994.567
1985 3 1804.011 1676.278 1967.864 1655.431 2072.058 1690.784 1457.818 1710.799 1569.612 2043.976 1679.318 1454.856 1718.24 1609.122 2061.038 1962.269
1985 4 3171.225 3173.934 3734.674 2702.441 3527.272 3669.676 3405.689 4023.061 3139.297 3994.022 4274.737 3956.982 4696.865 3707.2 4531.462 2846.655
1985 5 8126.67 7594.868 8456.946 6756.188 8724.803 8206.964 6466.555 8677.95 7299.879 9788.271 8012.089 6364.151 8164.046 8080.667 9960.845 6306.734
1985 6 9703.868 8413.25 9078.557 8553.408 12507.5 7268.478 5540.606 6863.021 7121.147 10317.52 5485.467 4048.144 4484.43 6521.827 7990.526 12358.82
1985 7 2733.467 2564.63 2763.99 2557.209 3222.229 2487.734 2190.738 2468.671 2410.232 2860.173 2350.257 2048.528 2287.249 2395.489 2718.26 3263.757
1985 8 2626.745 2499.869 2779.332 2460.044 2924.337 2329.855 2006.131 2365.642 2265.534 2862.11 2169.402 1837.562 2145.321 2231.533 2645.691 2784.725
1985 9 5258.92 4269.89 5498.497 5209.24 7872.701 7362.979 3334.771 5666.816 5433.275 9201.127 5792.107 3340.609 5711.739 5142.036 5068.532 4354.167
1985 10 5014.361 4371.049 4893.512 4694.327 6178.362 5285.601 3743.29 4530.42 4511.97 6414.517 4711.774 3599.854 4626.886 4635.229 4678.201 4654.186
1985 11 3040.751 2854.192 3048.892 2866.605 3360.695 3166.731 2751.292 3067.139 2855.294 3455.223 3119.132 2936.437 3362.988 2926.519 3202.445 2985.126
1985 12 2517.389 2349.871 2533.199 2398.809 2772.138 2491.261 2142.128 2401.186 2345.23 2730.914 2358.745 2095.343 2416.158 2332.811 2509.556 2629.468
1986 1 2473.963 2301.306 2484.779 2351.406 2730.49 2436.427 2104.292 2350.927 2303.917 2691.114 2311.047 2062.186 2335.096 2284.071 2459.154 2577.164
1986 2 2432.164 2262.912 2442.698 2304.816 2690.859 2411.474 2089.778 2333.456 2269.277 2665.383 2307.671 2098.521 2364.863 2258.878 2431.57 2526.254
1986 3 2721.106 2592.034 2802.619 2485.985 2970.27 2862.687 2655.163 2926.544 2607.871 3050.242 3013.939 3223.147 3450.79 2744.397 2954.643 2616.498
1986 4 5132.573 5184.351 5750.404 4693.987 5454.42 6107.173 5242.373 6341.374 5162.005 6332.616 6412.956 5660.64 6857.413 5673.024 6336.773 4274.063
1986 5 9629.537 8286.114 9480.876 9327.929 11615.09 8507.797 6287.522 8083.273 8626.124 10968.49 7316.934 4598.715 5703.829 7772.853 9930.074 9757.776
1986 6 4213.254 3576.1 4206.291 4084.445 5725.991 3463.705 2740.392 3302.033 3526.11 4699.353 2961.196 2383.976 2736.561 3162.243 4041.036 5399.035
1986 7 2859.062 2647.317 2884.037 2773.482 3292.974 2691.495 2315.045 2656.239 2615.399 3075.363 2526.879 2171.332 2457.947 2539.561 2905.778 3350.184
1986 8 2547.519 2383.194 2571.241 2471.223 2830.306 2410.039 2054.741 2352.801 2346.248 2730.663 2241.744 1893.421 2150.042 2264.632 2552.498 2711.381
1986 9 2352.092 2177.178 2392.703 2276.085 2672.695 2195.225 1842.623 2143.212 2139.537 2552.182 2015.67 1662.88 1929.833 2050.211 2363.001 2591.235
1986 10 2336.489 2132.555 2411.262 2193.783 2751.13 2179.011 1812.747 2127.493 2080.284 2681.204 2007.777 1614.448 1955.119 2036.59 2419.397 2537.048
1986 11 2647.003 2424.928 2737.872 2419.802 3077.783 2569.237 2166.769 2564.031 2348.874 3169.101 2471.613 2099.984 2744.259 2440.562 2968.905 2681.773
1986 12 2496.965 2336.131 2558.566 2351.771 2826.969 2410.195 2105.282 2382.409 2268.327 2796.919 2304.79 1990.803 2342.381 2282.741 2614.56 2606.76
1987 1 2481.079 2329.015 2538.607 2327.643 2791.908 2406.606 2128.303 2377.01 2259.091 2767.521 2317.937 2020.437 2332.441 2277.646 2596.096 2567.821
1987 2 2432.474 2283.199 2503.086 2269.598 2735.279 2377.091 2113.602 2377.681 2214.958 2728.012 2323.711 2062.217 2410.978 2253.358 2588.903 2494.462
1987 3 2456.594 2292.364 2540.185 2259.467 2755.275 2435.329 2197.356 2474.417 2250.73 2786.276 2454.547 2305.269 2726.726 2325.797 2711.875 2463.962
1987 4 3655.505 3493.018 4003.786 3217.475 4015.219 4202.235 3820.388 4582.888 3654.806 4537.797 4716.154 4131.094 5104.124 4107.169 4895.573 3149.681
1987 5 9336.736 9109.76 9714.553 8246.948 9769.961 9775.887 9317.949 9823.797 9042.204 10924.7 10385.95 8853.383 9319.856 10594.86 11446.85 7019.32
1987 6 8440.021 8054.554 7762.801 8056.946 10553.29 6093.898 4060.751 5505.572 6183.948 9074.73 4719.924 2859.356 3228.032 6574.797 7317.733 11237.36
1987 7 2852.134 2758.091 2832.975 2816.875 3234.678 2673.422 2347.711 2580.822 2623.02 2995.039 2509.617 2171.681 2362.741 2611.674 2858.471 3555.811
1987 8 2462.621 2352.988 2470.736 2423.543 2735.064 2298.309 2007.65 2243.061 2249.232 2602.897 2148.087 1832.883 2007.57 2200.452 2501.331 2736.279
1987 9 2117.643 2022.04 2116.503 2079.748 2346.174 1953.217 1696.572 1895.83 1914.386 2218.464 1810.621 1539.371 1680.904 1865.247 2114.549 2387.508
1987 10 1843.992 1753.931 1839.912 1805.7 2051.742 1682.69 1458.264 1632.382 1648.005 1922.109 1551.649 1319.284 1440.251 1601.234 1824.977 2129.69
1987 11 1746.335 1643.302 1738.688 1688.71 1959.227 1570.261 1348.14 1527.482 1528.677 1818.796 1441.019 1214.791 1337.635 1483.277 1720.778 2032.471
1987 12 1698.048 1583.335 1688.924 1622.153 1917.715 1510.238 1279.067 1471.004 1460.876 1773.898 1378.557 1140.458 1273.115 1417.876 1677.843 1969.037
1988 1 1616.102 1502.494 1609.258 1534.673 1827.916 1435.605 1210.653 1401.984 1383.514 1693.453 1313.404 1081.473 1214.665 1345.699 1606.341 1873.347
1988 2 1578.832 1465.116 1573.219 1494.171 1783.921 1405.489 1186.077 1379.74 1349.719 1658.683 1293.78 1067.731 1203.444 1317.664 1579.565 1824.545
1988 3 1477.759 1374.452 1475.91 1388.429 1663.931 1339.761 1142.267 1340.65 1266.99 1566.107 1270.507 1097.646 1251.81 1259.871 1514.914 1688.707
1988 4 2601.682 2556.719 2830.453 2395.517 2855.091 2715.349 2424.232 2892.463 2496.773 3000.059 2834.33 2720.586 2835.264 2609.551 3217.191 2480.351
1988 5 3300.07 2966.743 3542.481 3320.948 4037.518 2768.173 2087.938 2677.518 2721.902 3959.549 2373.084 1880.855 1966.992 2535.863 3162.565 3654.316
1988 6 2253.917 2096.09 2355.644 2312.711 2641.472 2094.651 1676.329 2046.022 2072.813 2505.461 1877.361 1482.456 1658.206 1953.998 2325.839 2818.712
