"Year" "Month" "2025_central" "2025_hotdry" "2025_hotwet" "2025_warmdry" "2025_warmwet" "2055_central" "2055_hotdry" "2055_hotwet" "2055_warmdry" "2055_warmwet" "2085_central" "2085_hotdry" "2085_hotwet" "2085_warmdry" "2085_warmwet" "Maurer"
1988 7 2074.415 1935.124 2148.689 2072.37 2353.69 1960.887 1530.751 1948.649 1943.345 2274.881 1776.128 1352.941 1578.243 1850.392 2215.254 2374.823
1988 8 1723.998 1609.324 1759.118 1662.226 1953.034 1579.995 1294.297 1566.007 1547.378 1843.398 1460.019 1165.531 1309.009 1481.312 1782.007 1987.211
1988 9 1512.242 1404.19 1546.854 1454.907 1730.749 1373.496 1120.55 1359.755 1346.708 1619.612 1255.559 997.0459 1121.199 1283.25 1538.663 1788.521
1988 10 1354.974 1253.791 1387.103 1300.484 1558.107 1222.296 990.7542 1206.704 1196.15 1448.129 1109.341 878.0394 987.5912 1140.064 1369.637 1623.795
1988 11 1269.803 1172.776 1298.899 1214.168 1457.222 1142.256 928.4726 1131.249 1114.096 1352.474 1037.77 821.3724 933.7694 1064.875 1281.487 1518.693
1988 12 1190.55 1095.098 1221.432 1134.747 1372.591 1067.13 867.3171 1061.379 1038.877 1270.291 970.498 762.6645 879.6075 993.5836 1204.204 1434.91
1989 1 1126.826 1034.582 1160.319 1069.833 1302 1012.806 824.3297 1011.998 982.4568 1205.4 926.6509 727.519 848.9968 942.8917 1149.743 1359.522
1989 2 1076.861 987.2974 1112.768 1017.334 1241.277 975.6373 798.1429 983.7195 940.8854 1157.347 903.4482 721.6087 848.9925 911.2568 1112.5 1291.602
1989 3 1609.478 1479.55 1778.878 1322.966 1838.958 1613.269 1367.425 1649.51 1488.839 1676.475 1516.236 1704.334 2067.691 1527.216 1932.165 1486.262
1989 4 4173.79 3997.068 4765.084 3760.542 4454.543 4480.799 3609.044 4667.832 4112.377 5000.236 4779.18 3464.087 3962.951 4183.706 5262.251 3789.136
1989 5 3892.832 3204.515 3659.046 3450.146 4644.333 3091.61 2289.318 2998.953 2937.938 4001.019 2761.032 1828.6 2198.932 2983.346 3478.592 4870.154
1989 6 2171.949 1995.866 2210.66 2038.818 2422.88 2007.504 1700.159 2006.428 1943.476 2292.926 1887.925 1576.165 1747.596 1882.794 2150.591 2383.15
1989 7 1877.93 1749.583 1905.858 1804.629 2063.272 1745.869 1469.501 1738.466 1708.382 1952.686 1631.846 1341.822 1500.008 1636.306 1879.932 2121.119
1989 8 1650.013 1520.476 1676.562 1582.951 1838.537 1504.678 1250.595 1500.109 1470.858 1714.607 1390.612 1130.073 1272.734 1402.549 1638.249 1883.248
1989 9 1459.917 1336.835 1489.437 1395.673 1645.155 1316.482 1088.401 1316.592 1283.741 1521.736 1209.582 975.8151 1109.507 1224.99 1449.206 1715.617
1989 10 1357.893 1224.345 1379.902 1276.722 1546.587 1200.344 987.9553 1195.969 1161.571 1416.074 1091.174 872.1746 1005.865 1110.013 1332.398 1622.104
1989 11 1268.124 1131.293 1285.884 1178.328 1453.92 1101.865 896.6297 1095.34 1061.962 1322.967 989.7056 781.0647 910.1953 1012.325 1230.797 1532.286
1989 12 1195.555 1062.16 1210.722 1105.117 1375.614 1032.404 836.812 1025.883 991.6933 1246.881 922.7137 725.5467 849.9724 946.651 1154.661 1459.514
1990 1 1117.7 991.0551 1131.745 1029.035 1286.757 962.1489 776.5991 956.5524 921.3555 1165.857 856.612 673.2971 789.5425 880.0265 1077.428 1373.503
1990 2 1052.157 931.2882 1064.77 964.1608 1208.978 904.6945 731.9884 903.0035 863.1101 1099.394 807.6409 636.3711 750.9733 827.9256 1014.061 1293.728
1990 3 1073.043 969.8618 1097.296 982.0092 1219.909 950.9512 797.6858 967.5951 897.3231 1137.827 882.2982 737.6952 855.0822 887.0024 1077.979 1290.473
1990 4 2069.142 1958.665 2433.735 1704.763 2187.065 2065.529 1751.841 2499.53 1749.672 2511.011 2339.092 1914.646 2517.381 2118.267 2714.106 1961.311
1990 5 7495.968 6225.633 7493.068 6154.716 8716.732 6381.308 4265.703 6850.916 5804.812 8250.771 5561.54 3804.753 5029.888 5800.829 7669.293 7347.413
1990 6 2860.662 2456.745 2766.129 2556.061 3622.88 2404.643 1930.239 2405.094 2312.934 2952.787 2102.005 1746.062 1970.583 2205.202 2640.789 3624.731
1990 7 2175.133 2018.856 2192.679 2045.655 2399.755 2018.537 1707.138 2044.943 1960.054 2275.854 1866.6 1573.286 1783.495 1919.955 2178.409 2416.826
1990 8 1973.451 1821.616 1989.859 1854.033 2192.848 1817.031 1517.862 1835.641 1765.962 2066.567 1668.369 1385.156 1581.635 1718.779 1974.812 2174.975
1990 9 1792.93 1649.11 1816.802 1688.852 2024.732 1647.325 1362.401 1658.413 1601.542 1898.077 1507.336 1232.009 1420.338 1552.201 1799.76 2015.567
1990 10 1997.941 1733.112 2048.448 1789.009 2512.061 1803.807 1397.426 1728.438 1689.794 2328.355 1583.276 1229.893 1488.128 1636.058 2026.734 2389.505
1990 11 1808.763 1625.45 1831.841 1656.29 2075.334 1664.508 1366.903 1665.031 1584.863 1976.198 1551.237 1235.076 1542.355 1544.779 1826.514 2023.5
1990 12 1785.496 1592.021 1797.673 1616.258 2034.315 1631.482 1351.519 1632.486 1550.667 1926.037 1495.606 1219.395 1466.855 1513.828 1784.526 1979.682
1991 1 1768.379 1566.129 1778.474 1584.418 2016.109 1619.511 1348.477 1617.546 1529.595 1918.718 1490.502 1220.774 1467.207 1501.483 1774.965 1957.024
1991 2 1751.11 1549.03 1770.285 1564.135 2002.888 1626.038 1358.978 1638.551 1524.902 1921.16 1527.428 1257.623 1529.455 1507.614 1787.539 1924.406
1991 3 1726.828 1537.409 1749.435 1531.092 1973.554 1619.301 1382.279 1650.837 1506.448 1908.854 1550.186 1374.687 1660.549 1517.654 1798.318 1876.645
1991 4 2173.002 1952.461 2344.463 1895.175 2550.791 2308.937 1960.331 2452.8 1981.315 2710.104 2452.297 2090.608 2621.428 2150.411 2686.738 2170.235
1991 5 6945.57 6051.8 6968.92 5949.231 7658.625 6421.539 4835.346 6535.602 6146.949 8037.433 5976.93 4454.716 5266.539 6058.697 7681.514 6405.517
1991 6 3835.56 3344.338 3820.671 3579.161 5021.268 3198.082 2263.08 3000.017 3114.486 4244.409 2493.698 1980.814 2183.417 2764.45 3596.259 5488.034
1991 7 2488.432 2219.881 2474.107 2254.747 2795.407 2215.97 1891.893 2193.776 2151.807 2648.599 2052.524 1746.921 1955.804 2101.95 2440.215 2948.846
1991 8 2182.089 2006.497 2203.733 2033.573 2447.744 2023.885 1695.533 2027.442 1966.376 2371.623 1871.545 1549.83 1761.742 1913.651 2274.379 2461.461
1991 9 1943.755 1792.842 1946.545 1821.409 2165.889 1798.081 1505.602 1774.719 1751.186 2072.671 1648.752 1366.157 1543.534 1696.512 1957.803 2189.789
1991 10 1763.469 1622.176 1769.749 1650.106 1967.109 1618.715 1350.209 1597.74 1573.77 1876.785 1476.607 1205.271 1381.989 1521.822 1771.371 1987.857
1991 11 1676.428 1535.906 1697.599 1562.999 1869.216 1542.389 1295.458 1546.198 1487.647 1793.324 1424.979 1171.481 1379.137 1443.483 1717.089 1894.852
1991 12 1548.369 1414.551 1572.556 1436.645 1735.34 1424.074 1196.242 1437.207 1369.868 1663.034 1323.544 1093.417 1298.118 1334.985 1591.022 1768.722
1992 1 1441.263 1315.618 1471.914 1333.571 1621.95 1331.227 1116.929 1352.185 1276.126 1557.468 1245.301 1031.242 1239.551 1247.411 1497.638 1660.901
1992 2 1390.489 1272.453 1431.724 1286.024 1569.548 1293.276 1091.651 1328.188 1233.333 1518.248 1228.099 1026.722 1248.391 1213.215 1467.517 1607.956
1992 3 1329.595 1245.853 1398.947 1221.568 1488.276 1280.958 1095.616 1346.905 1206.173 1491.239 1245.778 1092.715 1349.518 1212.453 1483.869 1498.039
1992 4 3024.95 2956.829 3419.47 2919.028 3153.411 3631.636 3175.813 3740.283 3567.367 3733.63 4010.746 3461.335 4051.831 3569.794 4711.694 2247.133
1992 5 5644.375 4801.298 5497.048 5262.553 6934.98 4527.177 3139.775 4292.696 4237.11 6613.128 3763.24 2475.308 2952.576 3914.997 5599.143 6847.496
1992 6 3301.262 2998.449 3396.653 3370.961 4036.583 2891.191 2206.406 2843.004 2753.844 3812.804 2421.914 1907.436 2222.912 2550.694 3421.953 4133.026
1992 7 2176.958 2022.29 2200.487 2147.375 2518.711 1998.699 1670.418 1967.512 1947.401 2393.567 1835.298 1543.611 1703.816 1872.612 2268.511 2672.168
1992 8 2135.356 1942.318 2179.819 2039.808 2509.614 1926.633 1565.408 1924.703 1847.263 2450.203 1750.366 1427.743 1644.139 1806.303 2357.454 2494.744
1992 9 1843.77 1697.101 1864.384 1772.44 2125.491 1665.453 1368.096 1635.496 1612.517 2042.553 1508.474 1239.016 1387.437 1548.174 1936.598 2133.853
1992 10 1681.293 1545.277 1698.084 1615.262 1944.776 1505.798 1235.867 1479.11 1455.28 1856.253 1357.087 1108.268 1244.621 1394.6 1753.734 1952.772
1992 11 1589.424 1455.076 1607.958 1520.143 1848.116 1417.276 1160.409 1398.445 1360.558 1754.119 1274.329 1035.982 1178.105 1305.256 1658.042 1861.165
1992 12 1487.662 1354.838 1507.988 1416.805 1742.584 1321.084 1078.048 1308.303 1262.477 1646.147 1185.688 959.8276 1100.623 1213.302 1557.806 1758.668
1993 1 1398.261 1268.078 1421.62 1326.082 1646.233 1240.634 1011.983 1240.141 1177.795 1552.329 1117.4 911.7994 1064.523 1137.299 1475.652 1664.09
1993 2 1314.182 1189.042 1339.891 1242.779 1554.644 1166.471 947.8793 1174.237 1102.136 1465.743 1061.403 871.1285 1020.397 1064.574 1400.694 1572.236
1993 3 1379.493 1291.993 1435.678 1302.652 1603.951 1295.07 1132.132 1350.165 1188.357 1568.418 1250.781 1166.085 1328.503 1201.77 1553.554 1587.94
1993 4 2106.225 2193.694 2366.674 1976.315 2310.487 2367.522 2361.411 2730.813 1970.744 2632.766 2807.45 3124.773 3412.903 2353.297 2893.501 2028.509
1993 5 8689.644 8375.586 9234.792 7356.725 8727.971 9643.036 8295.548 10422 8472.654 10374.49 10218.13 7936.462 9757.007 9573.17 11601.51 6197.541
1993 6 9366.702 7880.102 9070.932 8458.081 11774.96 7009.924 4413.411 6159.785 6608.429 9479.106 5266.508 3165.798 3812.124 6042.219 7792.399 11348.9
1993 7 3407.125 3181.567 3312.001 3303.313 4021.81 2871.167 2316.353 2669.048 2759.55 3480.603 2510.335 2031.767 2243.973 2624.409 3055.885 4741.966
1993 8 2496.659 2370.396 2486.113 2417.36 2866.768 2270.461 1963.837 2234.416 2161.647 2572.17 2186.325 1850.252 1985.807 2142.72 2489.367 2789.848
1993 9 2707.21 2484.684 2468.544 2539.707 4430.745 2212.43 1935.26 2142.658 2047.091 2566.576 2204.644 1853.296 1893.458 2052.881 2519.188 2669.524
1993 10 2213.881 2071.273 2156.658 2121.367 2598.779 1942.946 1688.528 1897.06 1830.708 2247.818 1875.817 1565.167 1667.456 1817.918 2177.808 2334.046
1993 11 2144.918 1997.353 2080.156 2044.684 2526.923 1868.957 1627.786 1826.151 1749.256 2166.286 1808.958 1518.553 1618.086 1739.86 2099.647 2232.476
1993 12 2064 1910.42 1989.465 1956.021 2446.32 1784.549 1554.796 1746.633 1655.903 2074.394 1740.384 1461.526 1561.201 1652.936 2015.502 2131.827
1994 1 1988.86 1833.137 1909.315 1874.339 2371.525 1712.833 1500.84 1681.875 1572.927 1992.72 1685.696 1433.68 1527.046 1579.187 1943.23 2031.012
1994 2 1912.403 1760.606 1830.748 1795.532 2301.817 1645.758 1451.93 1621.182 1499.119 1910.908 1643.277 1415.091 1500.126 1512.742 1875.8 1929.249
1994 3 1991.933 1851.799 1919.864 1854.072 2385.615 1752.35 1616.649 1779.037 1559.424 2006.804 1905.486 1784.87 1846.76 1618.01 2040.202 1921.767
1994 4 3287.977 3222.095 3416.88 2806.28 3953.49 3284.049 3076.663 3586.79 2586.794 3555.873 4076.642 4003.605 4206.237 3155.199 4115.05 2481.087
1994 5 8583.754 7236.624 8190.709 7593.783 10363.75 7051.227 4833.573 6891.238 6639.879 8920.603 6123.028 3690.262 5062.426 6372.948 8476.331 7042.522
1994 6 4233.649 3547.2 4018.887 4141.97 6113.585 3086.457 2463.002 3002.078 3106.931 4178.493 2808.398 2097.466 2389.292 2845.872 3509.505 6024.791
1994 7 2564.41 2367.038 2536.082 2456.063 2949.041 2285.482 1912.575 2276.316 2211.27 2628.382 2169.308 1743.401 1975.349 2143.454 2537.36 2831.275
1994 8 2217.64 2022.202 2199.652 2121.878 2531.108 1939.789 1593.126 1930.195 1889.42 2272.582 1813.341 1430.983 1641.111 1805.218 2177.227 2419.705
1994 9 1924.721 1736.743 1922.783 1829.663 2221.103 1660.296 1348.847 1655.054 1620.85 1980.099 1534.908 1198.361 1395.437 1535.231 1886.476 2178.244
1994 10 1815.68 1622.136 1807.611 1699.641 2111.911 1552.705 1259.163 1535.59 1507.029 1881.397 1420.403 1091.08 1303.283 1430.912 1765.834 2097.134
1994 11 1949.801 1759.343 2010.004 1832.069 2256.171 1704.995 1427.286 1724.483 1619.66 2160.504 1617.07 1255.993 1562.799 1540.89 1959.363 2150.552
1994 12 1917.698 1687.776 1939.507 1727.568 2224.04 1675.409 1397.129 1697.813 1573.981 2067.548 1597.112 1245.545 1588.062 1520.652 1942.058 2110.201
1995 1 1860.793 1631.867 1883.196 1667.481 2151.687 1645.127 1378.207 1670.46 1530.669 2006.922 1577.312 1279.68 1611.19 1490.098 1905.191 2042.41
1995 2 1826.694 1661.905 1880.211 1627.418 2105.342 1631.576 1405.92 1677.242 1487.931 1982.683 1662.597 1425.97 1727.046 1492.696 1965.829 1962.692
1995 3 2037.639 2021.315 2162.887 1799.839 2286.002 1948.437 1822.41 2129.076 1686.633 2345.152 2213.624 2570.414 2708.415 1840.656 2494.909 1979.552
1995 4 2872.817 3098.72 3159.692 2477.431 3073.321 3105.588 3199.265 3510.951 2535.795 3494.882 3726.005 4256.746 4461.193 3055.85 3943.095 2495.865
1995 5 6944.255 6901.986 7250.59 5803.489 6944.976 7481.364 7184.827 8720.41 6768.572 8062.915 8069.308 7037.939 8148.201 8063.739 9197.646 4841.024
1995 6 10757.39 10004.64 10559.33 10619.42 13105.2 9411.795 6537.358 8598.586 9586.084 12409.59 6744.888 4027.528 4657.024 8642.926 10692.52 12523.96
1995 7 5455.233 4866.056 5271.862 5715.231 6720.05 4518.26 3511.37 4091.427 4854.492 6076.745 3628.915 2786.573 3037.889 4071.584 5016.463 7744.161
1995 8 3308.385 3105.281 3146.602 3238.667 3725.28 2856.914 2421.147 2733.878 2924.847 3513.01 2521.906 2155.544 2358.707 2787.455 3123.151 3757.748
1995 9 2677.076 2540.27 2693.707 2617.426 2945.448 2477.454 2126.466 2450.502 2451.961 2827.69 2244.498 1862.366 2078.687 2371.799 2716.156 2886.026
1995 10 2418.463 2272.017 2434.695 2360.191 2688.208 2206.193 1866.114 2178.548 2185.556 2555.204 1975.729 1604.67 1819.373 2098.595 2444.718 2684.746
1995 11 2245.165 2094.567 2258.065 2179.42 2510.089 2021.952 1687.226 1993.502 1999.481 2368.36 1789.46 1429.896 1643.795 1907.641 2251.477 2545.735
1995 12 2092.544 1941.033 2103.549 2022.082 2352.73 1862.972 1535.444 1834.246 1841.448 2206.582 1629.897 1280.843 1492.118 1744.414 2085.702 2413.449
1996 1 1972.343 1822.376 1982.19 1892.612 2218.396 1742.096 1423.255 1717.156 1717.495 2076.564 1517.049 1181.991 1389.681 1620.901 1960.637 2289.635
1996 2 1954.628 1808.517 1971.028 1858.821 2196.838 1728.382 1413.727 1717.333 1692.046 2064.924 1517.974 1196.815 1408.443 1603.71 1961.782 2267.514
1996 3 1897.214 1771.419 1924.894 1786.762 2112.752 1706.98 1421.286 1716.506 1651.094 2015.108 1539.435 1270.582 1466.358 1591.031 1950.662 2156.671
1996 4 2116.477 1998.474 2214.954 1957.225 2320.848 2035.618 1646.594 2080.402 1916.268 2303.949 1890.965 1438.792 1754.481 1899.878 2362.701 2304.804
1996 5 2221.618 2024.072 2249.652 2091.81 2532.961 1988.154 1554.719 1952.156 1981.174 2341.012 1703.42 1307.066 1530.871 1839.066 2220.448 2703.861
1996 6 1810.134 1687.758 1835.923 1740.201 2010.59 1646.012 1330.584 1636.723 1636.868 1887.088 1456.338 1114.135 1314.848 1553.48 1828.071 2113.636
1996 7 1530.664 1420.842 1557.551 1469.447 1711.043 1386.958 1113.488 1380.479 1380.245 1601.285 1224.717 934.5217 1106.096 1308.025 1550.106 1830.191
1996 8 1281.8 1185.128 1307.551 1227.613 1437.649 1160.193 931.2435 1158.536 1152.901 1343.439 1026.507 784.808 931.2454 1094.397 1303.801 1558.659
1996 9 1104.525 1019.417 1130.463 1056.855 1242.421 1000.677 805.6519 1001.627 992.7832 1161.563 886.4052 680.2953 810.9849 944.1208 1128.404 1356.807
1996 10 992.2258 909.2899 1016.675 942.166 1122.974 894.2573 720.9522 892.8258 882.3354 1048.567 792.5742 611.147 728.8543 845.3959 1011.639 1237.866
1996 11 951.2043 865.0246 978.5471 893.2382 1080.397 852.1215 685.7032 852.5727 832.6454 1011.691 756.7737 584.7009 708.2992 804.5145 971.8313 1192.965
1996 12 870.7935 789.8851 901.8211 813.3295 994.5978 783.9763 630.813 792.9111 761.2048 935.925 707.9796 547.8794 681.2607 744.2114 904.8432 1100.171
1997 1 819.5611 744.1917 852.4302 762.525 936.7354 746.907 607.5753 762.3073 719.5116 888.5632 688.1563 546.321 684.3312 712.0023 868.9611 1029.796
1997 2 776.5147 708.7031 811.5431 722.1376 886.5063 718.29 591.0994 740.6294 687.9929 847.9494 674.7006 551.813 689.4365 687.8461 841.5112 969.3219
1997 3 910.0909 854.421 1001.075 830.446 1023.931 916.4454 786.9853 1005.649 828.3361 1059.39 950.9449 931.6665 1108.347 881.6273 1136.359 1081.36
1997 4 1822.741 1850.567 2064.908 1646.464 1884.975 2036.878 1933.219 2304.379 1805.276 2155.622 2355.604 2444.306 2773.332 2009.878 2343.792 1771.366
1997 5 5940.147 5787.344 6574.068 4977.194 6122.521 6630.843 5408.603 6807.559 5987.162 7153.871 6588.107 4434.004 5649.505 6553.817 7612.9 4593.146
1997 6 5379.429 4356.417 5299.1 5331.219 7121.156 3993.824 2606.047 3520.001 3921.257 5803.75 2902.847 2169.981 2529.574 3456.911 4295.682 7519.002
1997 7 2602.424 2392.385 2614.675 2547.948 2927.513 2291.459 1881.391 2127.862 2280.376 2722.285 2010.906 1746.338 1921.015 2047.82 2334.957 3344.101
1997 8 2129.857 2002.195 2168.537 2064.938 2374.545 2010.041 1728.69 1989.522 1951.954 2274.7 1871.868 1579.155 1770.971 1902.823 2177.175 2447.673
1997 9 2055.98 1894.746 2145.591 1962.755 2360.995 1910.173 1617.455 1881.927 1849.282 2280.098 1754.012 1451.151 1658.904 1798.405 2089.068 2528.897
1997 10 2160.179 1895.451 2160.782 1950.779 2484.396 1915.633 1574.8 1830.539 1806.567 2351.009 1707.121 1376.314 1610.185 1767.083 2114.908 2602.784
1997 11 1947.379 1785.757 1963.756 1835.952 2183.933 1812.379 1542.675 1773.226 1735.097 2102.525 1662.397 1367.697 1602.814 1696.298 1950.586 2184.243
1997 12 1932.225 1760.801 1957 1808.394 2165.02 1806.063 1535.194 1777.206 1713.023 2107.155 1671.603 1381.573 1659.404 1682.483 1967.037 2142.698
1998 1 1913.562 1736.495 1935.939 1778.503 2143.219 1784.482 1514.416 1753.02 1683.969 2088.728 1650.601 1364.958 1637.561 1657.569 1941.435 2114.62
1998 2 1862.31 1682.884 1886.278 1721.733 2094.707 1735.3 1473.109 1707.733 1629.005 2044.484 1614.386 1331.633 1624.681 1610.991 1896.877 2063.327
1998 3 1901.254 1726.922 1950.646 1743.696 2142.593 1818.312 1543.707 1817.958 1662.272 2141.906 1727.495 1459.953 1841.457 1678.467 2029.829 2080.92
1998 4 2629.753 2466.83 2811.158 2339.417 2887.79 2685.466 2428.428 2858.097 2407.385 3183.228 2787.382 2458.425 3117.217 2536.134 3119.205 2638.311
1998 5 5541.88 4715.814 5558.729 5040.017 6684.295 4863.043 3499.224 4668.15 4681.424 6355.645 4219.038 2815.834 3525.233 4469.214 5925.283 5609.794
1998 6 2340.773 2134.361 2350.831 2266.359 2754.84 2118.514 1751.58 2059.167 2070.494 2545.746 1907.092 1563.038 1805.693 1964.609 2325.042 2534.338
1998 7 2059.753 1876.331 2075.378 1955.898 2305.974 1864.026 1554.49 1827.654 1809.337 2201.724 1701.994 1379.448 1603.951 1743.37 2061.308 2241.824
1998 8 1907.951 1700.756 1924.475 1758.668 2109.785 1652.929 1370.985 1629.714 1606.053 1972.549 1509.49 1187.197 1414.14 1549.111 1885.62 2023.624
1998 9 1534.435 1404.066 1561.051 1467.926 1742.602 1380.9 1140.421 1361.349 1346.336 1655.868 1252.244 1008.871 1179.82 1285.425 1533.147 1725.386
1998 10 1492.021 1350.141 1566.423 1422.147 1650.502 1324.901 1114.441 1288.654 1288.619 1585.594 1208.713 965.1761 1173.848 1223.331 1460 1601.405
1998 11 1514.906 1355.597 1648.27 1384.601 1671.811 1355.069 1137.48 1331.938 1277.006 1640.274 1270.951 1005.681 1294.12 1255.889 1535.454 1524.618
1998 12 1427.889 1267.615 1536.112 1284.238 1580.443 1279.929 1032.081 1251.47 1199.223 1550.846 1183.916 933.3206 1195.825 1173.874 1437.464 1405.228
1999 1 1369.017 1241.036 1460.586 1225.827 1519.368 1250.467 1021.982 1230.558 1163.583 1498.639 1159.393 938.4321 1174.492 1154.772 1392.53 1336.329
1999 2 1329.856 1209.259 1414.002 1178.68 1474.143 1235.302 1019.598 1225.745 1132.915 1463.681 1176.209 969.1959 1203.232 1144.788 1382.661 1267.758
1999 3 1378.5 1274.575 1487.813 1207.923 1514.422 1301.875 1093.098 1297.701 1195.797 1531.369 1252.304 1051.956 1269.082 1216.144 1459.696 1282.56
1999 4 1992.083 1887.156 2229.475 1668.692 2216.219 1930.847 1625.01 2003.95 1728.214 2227.042 1845.303 1743.758 2131.92 1781.315 2250.682 1699.875
1999 5 5676.714 5367.337 6234.86 4844.507 6597.167 5017.179 4043.071 4916.8 4542.192 6235.21 4709.903 3265.68 4328.857 4581.628 5923.388 4707.171
1999 6 2979.027 2676.205 3073.11 2700.738 3904.503 2317.332 1876.973 2247.773 2220.833 3126.147 2066.372 1706.01 2016.654 2085.075 2633.109 3704.845
1999 7 2304.046 2167.779 2525.02 2113.667 2659.699 2075.954 1726.207 2087.047 1966.834 2505.477 1916.291 1568.693 1883.524 1914.097 2338.968 2529.487
1999 8 2430.618 2293.011 2744.958 2216.898 3742.296 2121.855 1748.394 2162.496 1966.076 2788.971 2027.254 1668.698 1936.703 1947.583 2706.258 2636.035
1999 9 2622.24 2422.531 2917.702 2258.052 3449 2176.417 1795.588 2249.686 1971.558 2974.088 2047.533 1653.405 2049.798 1991.553 2814.954 2860.414
1999 10 1981.934 1850.292 2082.361 1813.083 2268.819 1761.444 1480.537 1775.94 1659.156 2113.876 1631.337 1353.418 1614.792 1629.95 2007.03 2120.305
1999 11 1867.085 1736.88 1965.326 1703.529 2146.512 1644.932 1385.316 1660.315 1550.458 1993.377 1521.916 1258.041 1505.415 1522.305 1884.125 2020.662
1999 12 1765.218 1642.247 1865.52 1610.23 2041.856 1554.884 1309.502 1571.64 1464.483 1891.288 1440.22 1187.345 1425.055 1437.949 1781.327 1933.482
